Question,S32NQuestionLabels.Value,Answer,Count,Answer Text
S32N.Q35,"Up to now, has the war made things better or worse for your family and friends back home (such things as jobs, pay, and living conditions)?",0,93,No answer
S32N.Q36,Are you:,0,180,No answer
S32N.Q37,Were you married before or after entering the Army?,4,150,No answer
S32N.Q38,How many children do you have?,6,133,No answer
S32N.Q39,Is your wife now expecting a baby?,5,192,No answer
S32N.Q40,Do you think that after the war soldiers in your outfit will find it easier or harder to get jobs than they did before the war?,5,74,No answer
S32N.Q41,Do you think that after the war the training you are getting in the Army will or will not help you to get a better job than you had before you went in the Army?,4,62,No answer
S32N.Q42,Do you think this war is as much your affair as it is anybody else's?,4,93,No answer
S32N.Q43,How do you think this war will come out?,6,94,No answer
S32N.Q44,After the war do you think that you yourself will have more rights and privileges or less rights and privileges than you had before the war?,0,75,No answer
S32N.Q45,Do you think that one of the things the United States is fighting for is to give everybody a fair chance to make a decent living?,0,103,No answer
S32N.Q46,Do you think that the United States is fighting mainly for the benefit of the rich people in this country?,4,102,No answer
S32N.Q47,Do you think that one of the things the United States is fighting for is to protect the right of free speech for everyone?,0,81,No answer
S32N.Q48,"If Germany and Japan were to offer to stop fighting now and to give up the countries they have taken over, do you think we should talk peace with them or not?",0,76,No answer
S32N.Q50,Which of these things do you think Negroes back home in civilian life should try hardest to do now?,0,194,No answer
S32N.Q51,Do you think that after the war you will be treated better or worse by white people than you were before the war?,5,117,No answer
S32N.Q52,Do you think that in the long run white civilians will be better off or worse off after the war than they were before?,5,154,No answer
S32N.Q53,Do you think that in the long run Negro civilians will be better off or worse off after the war than they were before?,5,93,No answer
S32N.Q54,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,5,110,No answer
S32N.Q55,Do you think that in the long run white soldiers will be better off or worse off after they get out of the Army than they were before they went into the Army?,5,140,No answer
S32N.Q56,Do you think that in the long run Negro soldiers will be better off or worse off after they get out of the Army than they were before they went into the Army?,0,126,No answer
S32N.Q57,Do you think most Negroes are doing more than their share or less than their share to help win the war?,5,126,No answer
S32N.Q58,Do you think that most Negroes are being given a fair chance to do as much as they want to do to help win the war?,0,85,No answer
S32N.Q59,Do you think most white people are doing more than their share or less than their share to help win the war?,5,108,No answer
S32N.Q6,What kind of a chance is the Army giving you to show what you can do?,0,92,No answer
S32N.Q60,Do you think that Negro soldiers who are being trained as combat troops will get a chance to use their combat training against the enemy?,0,94,No answer
S32N.Q61,How fair do you think the white newspapers are in reporting news about what Negroes are doing in the war?,0,130,No answer
S32N.Q62,Do you think a Negro soldier with ability has a good chance for promotion in the Army?,0,95,No answer
S32N.Q63,"Suppose your company lieutenants were all Negro officers, would you rather have them come from the North or from the South?",0,129,No answer
S32N.Q64,"Suppose your company lieutenants were all white officers, but they could come either from the North or from the South, which would you rather have?",5,122,No answer
S32N.Q65,"Suppose your company could get its lieutenants from the North only, but they could be either white or Negro, which would you rather have?",5,162,No answer
S32N.Q66,"Suppose your company could get Southern officers only. If so, would you rather have white or Negro lieutenants?",0,155,No answer
S32N.Q67,Do you think that a Negro soldier with ability has a good chance to become a commissioned officer in the Army?,0,123,No answer
S32N.Q68,Are the lieutenants in your company white or Negro?,4,108,No answer
S32N.Q69,Do you think town police usually treat Negro soldiers fairly or unfairly?,5,153,No answer
S32N.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,6,117,No answer
S32N.Q70,Do you think white M.P.'s usually treat Negro soldiers fairly or unfairly?,5,151,No answer
S32N.Q71,Do you think Negro M.P.'s usually treat Negro soldiers fairly or unfairly?,5,139,No answer
S32N.Q72,Do you think the length of the war will make any difference in the way Negroes will be treated after the war?,5,148,No answer
S32N.Q73,Does your camp have separate PX's for Negro and white soldiers?,0,176,No answer
S32N.Q74,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?,0,123,No answer
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,0,95,No answer
S32N.Q75,Does your camp have separate service clubs for white and Negro soldiers?,5,157,No answer
S32N.Q76,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?,4,170,No answer
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,0,123,No answer
S32N.Q77,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,5,130,No answer
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,52,99,No answer
S32N.Q8,Do you think you might want to stay in the Army after the war?,0,66,No answer
S32N.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,0,82,No answer
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",13,190,No answer
